indice,esperado,previsto,acertou,y_A,y_B,y_C,y_D,y_E,y_F,y_G,y_H,y_I,y_J,y_K,y_L,y_M,y_N,y_O,y_P,y_Q,y_R,y_S,y_T,y_U,y_V,y_W,y_X,y_Y,y_Z
83,S,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
84,D,R,0,-1.000000,-0.997912,-0.999821,-0.999998,-1.000000,-1.000000,-0.999979,-1.000000,-1.000000,-0.999999,-0.999951,-0.999928,-0.998933,-0.999197,-0.999997,-0.999999,-0.999986,-0.748270,-0.999577,-1.000000,-1.000000,-1.000000,-0.999647,-1.000000,-1.000000,-1.000000
85,K,W,0,-0.999958,-1.000000,-0.999433,-0.999997,-0.999984,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999693,-1.000000,-0.999958,-0.999978,-1.000000,-0.993704,-1.000000,-0.999762,-1.000000,-0.999811,-1.000000,-0.983532,-0.999996,-1.000000,-1.000000
86,S,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
87,X,X,1,-0.999933,-1.000000,-1.000000,-0.999966,-0.999975,-0.999996,-0.999980,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-0.999950,-0.999740,-1.000000,-0.999999,-1.000000,-0.999624,-1.000000,-1.000000,-0.999902,-0.999942,0.924542,-0.998133,-0.999288
88,U,U,1,-1.000000,-0.999999,-0.999994,-0.999986,-1.000000,-1.000000,-0.999958,-0.999999,-1.000000,-0.999999,-0.999929,-0.999625,-0.999999,-0.999987,-0.999086,-1.000000,-0.971966,-1.000000,-0.999373,-1.000000,0.999800,-0.996643,-0.996460,-1.000000,-1.000000,-1.000000
89,H,H,1,-1.000000,-0.968211,-0.999999,-0.999908,-1.000000,-1.000000,-0.999999,0.931443,-1.000000,-1.000000,-0.999999,-0.999999,-0.999998,-0.999977,-0.999992,-1.000000,-1.000000,-0.999952,-0.999996,-1.000000,-0.999997,-1.000000,-0.995385,-1.000000,-1.000000,-1.000000
90,X,X,1,-0.999933,-1.000000,-1.000000,-0.999966,-0.999975,-0.999996,-0.999980,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-0.999950,-0.999740,-1.000000,-0.999999,-1.000000,-0.999624,-1.000000,-1.000000,-0.999902,-0.999942,0.924545,-0.998133,-0.999288
91,M,M,1,-1.000000,-0.999995,-0.999994,-0.999909,-1.000000,-1.000000,-1.000000,-0.999854,-1.000000,-1.000000,-0.999999,-0.999999,0.722411,-0.999750,-0.999998,-1.000000,-1.000000,-0.993818,-0.999977,-1.000000,-1.000000,-1.000000,-0.997741,-1.000000,-0.998356,-1.000000
92,Y,Z,0,-0.968326,-1.000000,-0.999978,-0.999957,-0.996809,-0.998767,-0.999837,-1.000000,-1.000000,-0.997719,-0.999990,-0.999912,-1.000000,-0.999739,-0.999941,-0.999998,-1.000000,-0.999988,-0.999010,-0.999752,-1.000000,-1.000000,-0.999987,-0.999706,-1.000000,0.912156
93,E,L,0,-0.983322,-0.999994,-0.921396,-0.999995,-0.997557,-0.999862,-0.999994,-1.000000,-1.000000,-1.000000,-0.999997,-0.915514,-1.000000,-0.999775,-0.999995,-1.000000,-0.999961,-0.997446,-0.999311,-1.000000,-1.000000,-1.000000,-0.996941,-1.000000,-1.000000,-0.999998
94,N,W,0,-0.999958,-1.000000,-0.999434,-0.999997,-0.999984,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999693,-1.000000,-0.999958,-0.999978,-1.000000,-0.993698,-1.000000,-0.999762,-1.000000,-0.999811,-1.000000,-0.983528,-0.999996,-1.000000,-1.000000
95,X,X,1,-0.999933,-1.000000,-1.000000,-0.999966,-0.999975,-0.999996,-0.999980,-1.000000,-1.000000,-1.000000,-0.999995,-1.000000,-1.000000,-0.999950,-0.999740,-1.000000,-0.999999,-1.000000,-0.999624,-1.000000,-1.000000,-0.999902,-0.999942,0.924545,-0.998133,-0.999288
96,J,C,0,-0.980039,-0.999993,-0.913379,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914720,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996749,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
97,V,J,0,-1.000000,-0.999996,-0.999997,-0.999906,-0.999978,-0.999998,-0.997933,-1.000000,-0.999734,-0.972584,-0.999407,-0.999950,-1.000000,-0.994947,-0.999962,-0.987442,-1.000000,-0.999979,-0.982444,-1.000000,-1.000000,-0.980985,-0.999999,-1.000000,-1.000000,-1.000000
98,T,T,1,-0.998784,-1.000000,-0.999998,-0.999681,-0.999981,-0.999995,-0.999828,-1.000000,-0.988851,-0.999991,-0.999989,-0.999992,-1.000000,-0.999736,-0.999922,-1.000000,-1.000000,-0.999964,-0.999709,0.975969,-1.000000,-1.000000,-0.999993,-1.000000,-0.999496,-0.968247
99,A,A,1,0.900998,-0.999939,-0.998833,-0.999999,-0.999989,-0.999999,-0.999998,-1.000000,-1.000000,-1.000000,-0.999999,-0.999871,-1.000000,-0.999958,-0.999996,-1.000000,-0.999997,-0.860665,-0.999976,-1.000000,-1.000000,-1.000000,-0.991276,-1.000000,-1.000000,-0.998516
100,Z,Z,1,-0.968348,-1.000000,-0.999978,-0.999957,-0.996812,-0.998768,-0.999837,-1.000000,-1.000000,-0.997720,-0.999990,-0.999912,-1.000000,-0.999739,-0.999941,-0.999998,-1.000000,-0.999988,-0.999011,-0.999752,-1.000000,-1.000000,-0.999987,-0.999706,-1.000000,0.912111
101,O,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
102,Y,Y,1,-1.000000,-1.000000,-1.000000,-0.999856,-1.000000,-1.000000,-0.999307,-1.000000,-0.985883,-0.999962,-0.999660,-1.000000,-0.999999,-0.999834,-0.997132,-1.000000,-0.997700,-1.000000,-0.994005,-1.000000,-0.999934,-0.991485,-0.999994,-1.000000,0.940086,-1.000000
103,A,A,1,0.903684,-0.999939,-0.998838,-0.999999,-0.999989,-0.999999,-0.999998,-1.000000,-1.000000,-1.000000,-0.999999,-0.999871,-1.000000,-0.999958,-0.999996,-1.000000,-0.999997,-0.858873,-0.999976,-1.000000,-1.000000,-1.000000,-0.991663,-1.000000,-1.000000,-0.998534
104,D,U,0,-1.000000,-0.999998,-0.999643,-0.999894,-0.999990,-0.999999,-0.999996,-0.998802,-1.000000,-1.000000,-0.999997,-0.981174,-1.000000,-0.999980,-0.999879,-1.000000,-0.999994,-1.000000,-0.999699,-1.000000,0.944389,-1.000000,-0.991515,-0.999999,-1.000000,-1.000000
105,E,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
106,S,L,0,-0.999979,-0.994361,-0.944451,-0.999866,-0.998669,-0.999816,-0.999965,-1.000000,-0.999999,-1.000000,-0.999994,0.468233,-1.000000,-0.999898,-0.999972,-1.000000,-1.000000,-0.999998,-0.999207,-1.000000,-0.931635,-1.000000,-0.998146,-1.000000,-1.000000,-0.999998
107,O,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
108,U,U,1,-1.000000,-0.999243,-0.999999,-0.999947,-1.000000,-1.000000,-0.999983,-0.866308,-1.000000,-1.000000,-0.999939,-0.999984,-0.997199,-0.999925,-0.999929,-1.000000,-0.999998,-1.000000,-0.999793,-1.000000,0.807580,-0.989394,-0.999171,-1.000000,-1.000000,-1.000000
109,D,Q,0,-0.999907,-0.999998,-0.998613,-0.999999,-0.999989,-1.000000,-0.999949,-1.000000,-0.999997,-0.999233,-0.999942,-0.998567,-1.000000,-0.999849,-0.999968,-1.000000,-0.888793,-0.999942,-0.998778,-1.000000,-0.999964,-1.000000,-0.998627,-1.000000,-1.000000,-1.000000
110,P,P,1,-1.000000,-0.999982,-0.999803,-0.999288,-0.996880,-0.998713,-0.999789,-1.000000,-0.999997,-0.999999,-0.999976,-0.997410,-1.000000,-0.992012,-0.999995,0.900938,-1.000000,-0.997910,-0.991545,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999978
111,R,R,1,-0.999971,-0.990413,-0.989583,-0.999984,-0.999990,-0.999999,-0.999998,-0.999996,-1.000000,-1.000000,-0.999998,-0.996197,-0.999988,-0.998720,-1.000000,-0.997304,-1.000000,0.864039,-0.999794,-1.000000,-1.000000,-1.000000,-0.999153,-1.000000,-1.000000,-1.000000
112,V,M,0,-1.000000,-0.999986,-0.999999,-0.999992,-1.000000,-1.000000,-0.999993,-0.996652,-1.000000,-1.000000,-0.999963,-0.999999,-0.980501,-0.999881,-0.999972,-1.000000,-0.999911,-0.999999,-0.999802,-1.000000,-0.988870,-0.994197,-0.998963,-1.000000,-1.000000,-1.000000
113,T,Y,0,-1.000000,-1.000000,-0.999999,-0.999086,-0.999978,-0.999998,-0.999943,-1.000000,-0.999898,-1.000000,-0.999988,-0.999981,-1.000000,-0.999759,-0.999665,-1.000000,-0.999999,-1.000000,-0.997589,-0.999994,-1.000000,-1.000000,-0.999980,-0.999989,0.944067,-1.000000
114,R,W,0,-0.999955,-1.000000,-0.999399,-0.999997,-0.999983,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999673,-1.000000,-0.999958,-0.999979,-1.000000,-0.994071,-1.000000,-0.999759,-1.000000,-0.999826,-1.000000,-0.983825,-0.999997,-1.000000,-1.000000
115,T,I,0,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987013,-0.823359,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
116,F,A,0,-0.885620,-0.999989,-0.968209,-0.999997,-0.999397,-0.999966,-0.999996,-1.000000,-1.000000,-1.000000,-0.999998,-0.981211,-1.000000,-0.999854,-0.999995,-1.000000,-0.999977,-0.991945,-0.999710,-1.000000,-1.000000,-1.000000,-0.995599,-1.000000,-1.000000,-0.999992
117,R,R,1,-0.946638,-0.916543,-0.999862,-0.999996,-1.000000,-1.000000,-0.999999,-0.999999,-1.000000,-1.000000,-0.999999,-0.999994,-0.999999,-0.999749,-1.000000,-0.999977,-1.000000,0.996812,-0.999992,-1.000000,-1.000000,-1.000000,-0.998048,-1.000000,-1.000000,-0.999999
118,Q,Q,1,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
119,W,W,1,-0.926630,-0.999943,-0.998371,-0.999946,-0.999684,-0.999926,-0.999815,-1.000000,-1.000000,-0.999998,-0.999756,-0.999798,-1.000000,-0.999106,-0.999976,-1.000000,-0.999989,-0.999699,-0.995879,-0.999992,-1.000000,-1.000000,0.999998,-1.000000,-1.000000,-0.995361
120,M,H,0,-0.999901,-0.999964,-0.999999,-0.999997,-1.000000,-1.000000,-1.000000,-0.905312,-1.000000,-1.000000,-1.000000,-1.000000,-0.999883,-0.999950,-0.999998,-1.000000,-1.000000,-0.919551,-0.999997,-1.000000,-1.000000,-1.000000,-0.991207,-0.999999,-1.000000,-1.000000
121,I,I,1,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987013,-0.823358,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
122,N,A,0,-0.920915,-1.000000,-0.999993,-0.999999,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999992,-0.999980,-1.000000,-0.999634,-0.999989,-0.999991,-1.000000,-1.000000,-1.000000,-0.962269,-0.999017,-1.000000,-1.000000
123,P,P,1,-1.000000,-0.999982,-0.999803,-0.999288,-0.996880,-0.998713,-0.999789,-1.000000,-0.999997,-0.999999,-0.999976,-0.997410,-1.000000,-0.992012,-0.999995,0.900939,-1.000000,-0.997910,-0.991545,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999978
124,N,A,0,-0.920927,-1.000000,-0.999993,-0.999999,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999992,-0.999980,-1.000000,-0.999634,-0.999989,-0.999991,-1.000000,-1.000000,-1.000000,-0.962270,-0.999017,-1.000000,-1.000000
125,A,A,1,0.903684,-0.999939,-0.998838,-0.999999,-0.999989,-0.999999,-0.999998,-1.000000,-1.000000,-1.000000,-0.999999,-0.999871,-1.000000,-0.999958,-0.999996,-1.000000,-0.999997,-0.858873,-0.999976,-1.000000,-1.000000,-1.000000,-0.991663,-1.000000,-1.000000,-0.998534
126,I,I,1,-0.999999,-1.000000,-0.999851,-0.998610,-0.996204,-0.999128,-0.999438,-1.000000,0.226931,-0.999995,-0.999970,-0.994630,-1.000000,-0.998642,-0.999914,-0.999989,-1.000000,-0.999999,-0.992440,-0.972621,-1.000000,-1.000000,-0.999997,-1.000000,-0.999627,-0.999965
127,L,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
128,V,V,1,-1.000000,-1.000000,-1.000000,-0.998853,-1.000000,-1.000000,-0.998896,-0.999788,-1.000000,-0.999987,-0.999409,-0.999996,-1.000000,-0.999453,-0.999350,-0.999995,-1.000000,-1.000000,-0.991934,-1.000000,-0.990445,0.996856,-0.999999,-1.000000,-0.998318,-1.000000
129,R,R,1,-0.944523,-0.915605,-0.999866,-0.999996,-1.000000,-1.000000,-0.999999,-0.999999,-1.000000,-1.000000,-0.999999,-0.999994,-0.999999,-0.999752,-1.000000,-0.999977,-1.000000,0.996875,-0.999992,-1.000000,-1.000000,-1.000000,-0.998039,-1.000000,-1.000000,-0.999999
130,B,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
131,N,W,0,-0.999949,-1.000000,-0.999494,-0.999997,-0.999986,-1.000000,-0.999999,-0.999998,-1.000000,-1.000000,-0.999999,-0.999741,-1.000000,-0.999960,-0.999979,-1.000000,-0.994147,-1.000000,-0.999781,-1.000000,-0.999854,-1.000000,-0.983167,-0.999996,-1.000000,-1.000000
132,N,H,0,-1.000000,-0.999996,-0.999934,-0.999988,-1.000000,-1.000000,-1.000000,-0.731151,-1.000000,-1.000000,-0.999999,-0.999987,-0.998461,-0.999752,-0.999998,-0.999999,-1.000000,-0.998027,-0.999922,-1.000000,-1.000000,-1.000000,-0.996114,-1.000000,-1.000000,-1.000000
133,H,H,1,-1.000000,-0.990531,-0.999994,-0.999793,-1.000000,-1.000000,-0.999999,0.963435,-1.000000,-1.000000,-0.999998,-0.999956,-0.999991,-0.999943,-0.999991,-1.000000,-1.000000,-0.999994,-0.999977,-1.000000,-0.999261,-1.000000,-0.997095,-1.000000,-1.000000,-1.000000
134,Z,I,0,-0.999999,-1.000000,-0.999851,-0.998610,-0.996204,-0.999128,-0.999438,-1.000000,0.226937,-0.999995,-0.999970,-0.994630,-1.000000,-0.998642,-0.999914,-0.999989,-1.000000,-0.999999,-0.992440,-0.972620,-1.000000,-1.000000,-0.999997,-1.000000,-0.999627,-0.999965
135,T,T,1,-0.999992,-1.000000,-1.000000,-0.999958,-1.000000,-1.000000,-0.998315,-1.000000,-0.298356,-0.691792,-0.999741,-1.000000,-1.000000,-0.999833,-0.999406,-1.000000,-0.999999,-1.000000,-0.999394,0.434958,-1.000000,-1.000000,-0.999997,-1.000000,-0.999716,-0.999952
136,F,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
137,I,I,1,-0.999999,-1.000000,-0.999851,-0.998610,-0.996204,-0.999128,-0.999438,-1.000000,0.226937,-0.999995,-0.999970,-0.994630,-1.000000,-0.998642,-0.999914,-0.999989,-1.000000,-0.999999,-0.992440,-0.972620,-1.000000,-1.000000,-0.999997,-1.000000,-0.999627,-0.999965
138,L,C,0,-0.980575,-0.999994,-0.914647,-0.999996,-0.997841,-0.999883,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914839,-1.000000,-0.999784,-0.999995,-1.000000,-0.999956,-0.996866,-0.999364,-1.000000,-1.000000,-1.000000,-0.996481,-1.000000,-1.000000,-0.999998
139,F,E,0,-0.999983,-1.000000,-0.998289,-0.999813,-0.517462,-0.812781,-0.999472,-1.000000,-0.999901,-0.998802,-0.999971,-0.941117,-1.000000,-0.998659,-0.999935,-0.999799,-1.000000,-1.000000,-0.974603,-1.000000,-1.000000,-1.000000,-0.999994,-0.999999,-1.000000,-0.954125
140,A,Q,0,-0.999863,-0.999999,-0.998423,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998796,-0.999941,-0.998271,-1.000000,-0.999864,-0.999963,-1.000000,-0.808902,-0.999967,-0.998693,-1.000000,-0.999944,-1.000000,-0.998499,-1.000000,-1.000000,-1.000000
141,A,A,1,-0.768351,-0.999987,-0.999980,-1.000000,-1.000000,-1.000000,-0.999983,-1.000000,-1.000000,-0.997757,-0.999979,-0.999997,-1.000000,-0.999974,-0.999966,-1.000000,-0.987950,-0.998460,-0.999950,-1.000000,-1.000000,-1.000000,-0.996360,-1.000000,-1.000000,-0.999998
142,D,R,0,-0.999604,-0.976232,-0.999991,-0.999999,-1.000000,-1.000000,-0.999994,-1.000000,-1.000000,-0.999989,-0.999968,-1.000000,-0.999980,-0.998531,-0.999977,-1.000000,-0.999128,0.996736,-0.999916,-1.000000,-1.000000,-1.000000,-0.999525,-1.000000,-1.000000,-1.000000
143,L,C,0,-0.980048,-0.999993,-0.913422,-0.999996,-0.997890,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914779,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996752,-0.999373,-1.000000,-1.000000,-1.000000,-0.996390,-1.000000,-1.000000,-0.999998
144,E,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
145,U,H,0,-1.000000,-0.996474,-0.999959,-0.999599,-1.000000,-1.000000,-0.999998,0.978160,-1.000000,-1.000000,-0.999998,-0.999187,-0.999970,-0.999882,-0.999991,-0.999999,-1.000000,-0.999999,-0.999901,-1.000000,-0.937391,-0.999999,-0.998004,-1.000000,-1.000000,-1.000000
146,G,C,0,-0.980036,-0.999993,-0.913381,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914731,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996749,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
147,P,P,1,-1.000000,-0.999982,-0.999803,-0.999288,-0.996880,-0.998713,-0.999789,-1.000000,-0.999997,-0.999999,-0.999976,-0.997410,-1.000000,-0.992012,-0.999995,0.900939,-1.000000,-0.997910,-0.991545,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999978
148,C,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
149,M,M,1,-1.000000,-0.999999,-0.999999,-0.999998,-1.000000,-1.000000,-0.999997,-0.999754,-1.000000,-1.000000,-0.999977,-1.000000,-0.865507,-0.999844,-0.999987,-1.000000,-0.997985,-0.999980,-0.999837,-1.000000,-0.999949,-0.997784,-0.998386,-1.000000,-1.000000,-1.000000
150,F,E,0,-0.999984,-1.000000,-0.998296,-0.999812,-0.515182,-0.811390,-0.999470,-1.000000,-0.999900,-0.998788,-0.999971,-0.941140,-1.000000,-0.998656,-0.999935,-0.999797,-1.000000,-1.000000,-0.974501,-1.000000,-1.000000,-0.999999,-0.999995,-0.999999,-1.000000,-0.953620
151,R,A,0,-0.761956,-0.999987,-0.999980,-1.000000,-1.000000,-1.000000,-0.999983,-1.000000,-1.000000,-0.997728,-0.999979,-0.999997,-1.000000,-0.999974,-0.999966,-1.000000,-0.987882,-0.998438,-0.999950,-1.000000,-1.000000,-1.000000,-0.996532,-1.000000,-1.000000,-0.999998
152,O,C,0,-0.980031,-0.999993,-0.913364,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
153,O,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
154,H,H,1,-0.999978,-0.379387,-0.999995,-0.999761,-0.999999,-1.000000,-0.999986,0.742881,-1.000000,-1.000000,-0.999994,-0.999821,-0.963689,-0.999686,-0.999971,-0.999994,-1.000000,-0.999426,-0.999901,-1.000000,-0.999919,-1.000000,-0.999531,-0.999956,-0.999998,-1.000000
155,P,P,1,-1.000000,-0.999982,-0.999803,-0.999289,-0.996885,-0.998716,-0.999789,-1.000000,-0.999997,-0.999999,-0.999976,-0.997409,-1.000000,-0.992016,-0.999995,0.900692,-1.000000,-0.997905,-0.991553,-1.000000,-1.000000,-0.999998,-0.999999,-1.000000,-1.000000,-0.999978
156,Y,Y,1,-1.000000,-1.000000,-0.999999,-0.998903,-0.999971,-0.999997,-0.999929,-1.000000,-0.999853,-1.000000,-0.999986,-0.999981,-1.000000,-0.999737,-0.999621,-1.000000,-1.000000,-1.000000,-0.997123,-0.999991,-1.000000,-0.999999,-0.999985,-0.999981,0.965752,-1.000000
157,B,C,0,-0.980031,-0.999993,-0.913365,-0.999996,-0.997889,-0.999886,-0.999994,-1.000000,-1.000000,-1.000000,-0.999998,-0.914715,-1.000000,-0.999785,-0.999995,-1.000000,-0.999955,-0.996748,-0.999373,-1.000000,-1.000000,-1.000000,-0.996391,-1.000000,-1.000000,-0.999998
158,W,W,1,-0.926630,-0.999943,-0.998371,-0.999946,-0.999684,-0.999926,-0.999815,-1.000000,-1.000000,-0.999998,-0.999756,-0.999798,-1.000000,-0.999106,-0.999976,-1.000000,-0.999989,-0.999699,-0.995879,-0.999992,-1.000000,-1.000000,0.999998,-1.000000,-1.000000,-0.995361
159,D,R,0,-1.000000,-0.997936,-0.999817,-0.999998,-1.000000,-1.000000,-0.999978,-1.000000,-1.000000,-0.999999,-0.999950,-0.999926,-0.998918,-0.999191,-0.999997,-0.999999,-0.999986,-0.752572,-0.999570,-1.000000,-1.000000,-1.000000,-0.999648,-1.000000,-1.000000,-1.000000
160,S,B,0,-0.961577,-0.950247,-0.999247,-0.999969,-0.999993,-0.999999,-0.999989,-1.000000,-1.000000,-1.000000,-0.999998,-0.991694,-1.000000,-0.999980,-0.999975,-1.000000,-1.000000,-0.999923,-0.999969,-1.000000,-0.999997,-1.000000,-0.995736,-1.000000,-1.000000,-0.998324
161,Y,Y,1,-1.000000,-1.000000,-1.000000,-0.999454,-1.000000,-1.000000,-0.999724,-1.000000,-0.999605,-1.000000,-0.999713,-1.000000,-0.994946,-0.999010,-0.999779,-1.000000,-1.000000,-1.000000,-0.998026,-1.000000,-1.000000,-0.974013,-0.999999,-1.000000,0.890093,-1.000000
162,N,A,0,-0.921164,-1.000000,-0.999993,-0.999999,-1.000000,-1.000000,-1.000000,-0.999999,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.999992,-0.999980,-1.000000,-0.999636,-0.999989,-0.999991,-1.000000,-1.000000,-1.000000,-0.962289,-0.999026,-1.000000,-1.000000
163,W,L,0,-0.980903,-0.999993,-0.917304,-0.999995,-0.997611,-0.999883,-0.999994,-1.000000,-1.000000,-1.000000,-0.999996,-0.909262,-1.000000,-0.999727,-0.999995,-1.000000,-0.999941,-0.997741,-0.999018,-1.000000,-1.000000,-1.000000,-0.989373,-1.000000,-1.000000,-0.999999
164,T,T,1,-0.998837,-1.000000,-0.999998,-0.999678,-0.999980,-0.999995,-0.999827,-1.000000,-0.988474,-0.999991,-0.999989,-0.999992,-1.000000,-0.999734,-0.999922,-1.000000,-1.000000,-0.999964,-0.999704,0.974716,-1.000000,-1.000000,-0.999993,-1.000000,-0.999497,-0.969485
165,S,Q,0,-0.999862,-0.999999,-0.998419,-0.999999,-0.999985,-1.000000,-0.999946,-1.000000,-0.999996,-0.998791,-0.999941,-0.998266,-1.000000,-0.999864,-0.999963,-1.000000,-0.809348,-0.999966,-0.998693,-1.000000,-0.999944,-1.000000,-0.998501,-1.000000,-1.000000,-1.000000
166,I,I,1,-1.000000,-1.000000,-0.999997,-0.999817,-0.999973,-0.999999,-0.994508,-1.000000,0.987013,-0.823360,-0.999273,-0.999895,-1.000000,-0.999141,-0.999346,-1.000000,-0.999984,-1.000000,-0.984289,-0.999143,-1.000000,-1.000000,-0.999999,-1.000000,-0.999789,-1.000000
