indice,esperado,previsto,acertou,y_A,y_B,y_C,y_D,y_E,y_F,y_G,y_H,y_I,y_J,y_K,y_L,y_M,y_N,y_O,y_P,y_Q,y_R,y_S,y_T,y_U,y_V,y_W,y_X,y_Y,y_Z
83,S,W,0,-0.999990,-0.999991,-0.999932,-0.999184,-0.999987,-0.999995,-0.999993,-0.999988,-0.999980,-0.999997,-0.999999,-0.999988,-1.000000,-1.000000,-0.999952,-0.999999,-1.000000,-0.999876,-1.000000,-0.999999,-0.999998,-0.999910,-0.999156,-0.999989,-0.999957,-0.999831
84,D,Y,0,-0.999991,-0.998383,-0.999759,-0.993949,-0.999984,-0.999995,-0.999998,-0.999147,-0.999307,-0.999998,-0.999998,-0.999984,-0.999999,-0.999980,-0.999920,-0.999922,-0.999604,-0.999996,-0.999999,-0.999984,-0.998286,-0.993921,-0.999999,-0.999999,-0.981174,-0.999791
85,K,W,0,-0.999996,-0.999997,-0.999999,-0.999995,-0.999996,-1.000000,-0.999906,-0.999996,-0.999986,-0.999963,-0.999996,-0.999898,-0.999973,-1.000000,-0.999997,-0.999995,-0.999982,-0.999971,-0.999999,-1.000000,-0.999989,-0.999992,-0.961356,-0.999215,-0.999988,-0.999948
86,S,W,0,-0.999987,-0.999993,-0.999981,-0.999782,-0.999994,-0.999998,-0.999997,-0.999992,-0.999974,-0.999999,-0.999999,-0.999976,-1.000000,-1.000000,-0.999946,-0.999999,-1.000000,-0.999936,-1.000000,-0.999999,-0.999999,-0.999957,-0.998019,-0.999991,-0.999904,-0.999753
87,X,W,0,-0.999991,-0.999987,-0.999990,-0.999890,-0.999996,-0.999999,-0.999998,-0.999993,-0.999962,-0.999999,-0.999999,-0.999958,-1.000000,-0.999999,-0.999948,-0.999999,-1.000000,-0.999967,-1.000000,-0.999998,-0.999998,-0.999963,-0.997710,-0.999990,-0.999813,-0.999794
88,U,D,0,-0.999927,-0.999949,-0.999962,-0.997137,-0.999879,-0.999991,-0.999998,-0.999916,-0.999773,-1.000000,-1.000000,-0.999997,-0.999996,-0.999998,-0.999853,-0.999999,-0.999994,-0.999991,-0.999998,-1.000000,-0.999931,-0.999830,-0.999872,-1.000000,-0.999005,-0.999705
89,H,Z,0,-0.999998,-0.999981,-0.999999,-0.999903,-1.000000,-1.000000,-0.999976,-0.999556,-0.999965,-0.999701,-0.999927,-0.999211,-0.999977,-0.999650,-0.999995,-0.999958,-0.999980,-0.999992,-0.999997,-0.998903,-0.999997,-0.999929,-0.999998,-0.999725,-0.999843,-0.998770
90,X,Y,0,-0.999992,-0.998721,-0.999963,-0.999931,-0.999989,-1.000000,-0.999954,-0.999927,-0.998889,-0.999678,-0.999987,-0.999683,-0.999999,-0.999999,-0.999890,-0.999816,-0.999892,-0.999947,-1.000000,-0.999994,-0.999572,-0.999371,-0.998465,-0.998985,-0.998120,-0.999835
91,M,W,0,-0.999995,-1.000000,-0.999998,-0.999981,-0.999999,-0.999999,-0.999992,-0.999998,-0.999999,-0.999997,-0.999999,-0.999969,-0.999991,-0.999999,-0.999999,-0.999999,-1.000000,-0.999944,-0.999997,-1.000000,-1.000000,-0.999989,-0.988075,-0.999958,-0.999995,-0.999909
92,Y,L,0,-0.999831,-0.999898,-0.999989,-0.999495,-0.999981,-0.999998,-1.000000,-0.999846,-0.999709,-0.999988,-0.999782,-0.997444,-1.000000,-0.999942,-0.999995,-0.999962,-1.000000,-0.998933,-0.999993,-0.999694,-0.999985,-0.999019,-0.999999,-0.999953,-0.998068,-0.998766
93,E,D,0,-0.999990,-0.999990,-0.999897,-0.998739,-0.999983,-0.999993,-0.999991,-0.999986,-0.999982,-0.999997,-0.999999,-0.999990,-1.000000,-1.000000,-0.999953,-0.999999,-1.000000,-0.999849,-1.000000,-0.999999,-0.999997,-0.999887,-0.999345,-0.999989,-0.999968,-0.999854
94,N,Y,0,-0.999992,-0.999127,-0.999973,-0.999921,-0.999986,-1.000000,-0.999943,-0.999910,-0.999178,-0.999789,-0.999990,-0.999806,-0.999997,-0.999998,-0.999944,-0.999818,-0.999521,-0.999971,-1.000000,-0.999997,-0.999129,-0.999449,-0.999043,-0.999353,-0.998616,-0.999881
95,X,L,0,-0.999994,-0.999997,-0.999998,-0.999979,-0.999999,-0.999999,-0.999998,-0.999987,-0.999996,-0.999995,-0.999919,-0.998585,-1.000000,-0.999993,-1.000000,-0.999986,-0.999998,-0.999932,-0.999978,-0.999982,-0.999996,-0.999896,-0.999986,-0.999821,-0.999941,-0.999829
96,J,W,0,-0.999989,-0.999991,-0.999988,-0.999868,-0.999996,-0.999999,-0.999998,-0.999992,-0.999968,-0.999999,-0.999999,-0.999965,-1.000000,-1.000000,-0.999946,-0.999999,-1.000000,-0.999957,-1.000000,-0.999999,-0.999999,-0.999961,-0.997950,-0.999991,-0.999835,-0.999739
97,V,D,0,-0.999964,-0.999967,-0.999971,-0.998907,-0.999963,-0.999996,-0.999998,-0.999957,-0.999877,-1.000000,-1.000000,-0.999992,-0.999998,-0.999999,-0.999899,-0.999999,-0.999998,-0.999985,-0.999999,-1.000000,-0.999979,-0.999874,-0.999751,-0.999999,-0.999377,-0.999719
98,T,Y,0,-0.999994,-0.998087,-0.999956,-0.999911,-0.999992,-1.000000,-0.999953,-0.999877,-0.998340,-0.999430,-0.999974,-0.999645,-0.999999,-0.999998,-0.999893,-0.999619,-0.999776,-0.999943,-1.000000,-0.999985,-0.999274,-0.999036,-0.999291,-0.998718,-0.996795,-0.999843
99,A,W,0,-0.999994,-0.999730,-0.999999,-0.999993,-0.999972,-1.000000,-0.999997,-0.999997,-0.999381,-0.999987,-0.999999,-0.999810,-0.999998,-0.999998,-0.999871,-0.999990,-0.999999,-0.999994,-1.000000,-1.000000,-0.999953,-0.999996,-0.654759,-0.999870,-0.999810,-0.999976
100,Z,W,0,-0.999991,-0.999987,-0.999984,-0.999851,-0.999996,-0.999999,-0.999997,-0.999990,-0.999963,-0.999998,-0.999999,-0.999958,-1.000000,-1.000000,-0.999949,-0.999999,-1.000000,-0.999957,-1.000000,-0.999998,-0.999998,-0.999938,-0.998803,-0.999989,-0.999772,-0.999732
101,O,W,0,-0.999999,-1.000000,-0.999981,-0.999770,-0.999997,-0.999994,-0.999949,-0.999995,-0.999999,-0.999993,-0.999994,-0.999991,-0.999995,-1.000000,-0.999999,-0.999999,-1.000000,-0.999927,-1.000000,-0.999999,-0.999998,-0.999973,-0.999361,-0.999932,-0.999999,-0.999973
102,Y,W,0,-0.999938,-0.999999,-0.999998,-0.999348,-0.999993,-1.000000,-0.999996,-0.999954,-0.999454,-0.999990,-0.999991,-0.999996,-0.999816,-0.999935,-0.999834,-0.999999,-1.000000,-0.999145,-1.000000,-0.999976,-0.999999,-0.999997,-0.996729,-0.999996,-0.999770,-0.999706
103,A,Y,0,-0.999998,-0.999550,-0.999934,-0.999815,-0.999999,-1.000000,-0.999994,-0.999923,-0.999799,-0.999966,-0.999985,-0.999789,-1.000000,-0.999998,-0.999955,-0.999913,-0.999990,-0.999972,-1.000000,-0.999955,-0.999933,-0.998840,-0.999928,-0.999876,-0.997379,-0.999815
104,D,D,1,-0.999961,-0.999967,-0.999972,-0.998853,-0.999959,-0.999995,-0.999998,-0.999957,-0.999872,-1.000000,-1.000000,-0.999993,-0.999998,-0.999999,-0.999894,-0.999999,-0.999998,-0.999986,-0.999999,-1.000000,-0.999979,-0.999879,-0.999739,-0.999999,-0.999381,-0.999717
105,E,D,0,-0.999999,-0.999385,-0.999543,-0.997273,-0.999997,-0.999995,-0.999994,-0.999893,-0.999939,-0.999964,-0.999968,-0.999949,-1.000000,-0.999999,-0.999976,-0.999834,-0.999998,-0.999968,-1.000000,-0.999835,-0.999882,-0.997442,-0.999991,-0.999941,-0.999574,-0.999964
106,S,Y,0,-0.999990,-0.998274,-0.999766,-0.994313,-0.999982,-0.999995,-0.999998,-0.999152,-0.999236,-0.999998,-0.999998,-0.999983,-0.999999,-0.999981,-0.999916,-0.999918,-0.999544,-0.999996,-0.999999,-0.999986,-0.998086,-0.994119,-0.999999,-0.999998,-0.981608,-0.999793
107,O,W,0,-0.999999,-1.000000,-0.999998,-0.999964,-0.999999,-0.999998,-0.999988,-0.999998,-0.999999,-0.999998,-0.999997,-0.999977,-0.999993,-1.000000,-0.999999,-0.999999,-1.000000,-0.999982,-0.999999,-0.999999,-0.999999,-0.999993,-0.997557,-0.999953,-0.999997,-0.999976
108,U,D,0,-0.999991,-0.999998,-0.999991,-0.999105,-0.999974,-0.999989,-0.999987,-0.999961,-0.999990,-1.000000,-0.999999,-0.999998,-0.999876,-0.999998,-0.999997,-0.999999,-0.999940,-0.999993,-0.999976,-1.000000,-0.999948,-0.999958,-0.999898,-0.999999,-0.999971,-0.999949
109,D,W,0,-0.999987,-0.999993,-0.999988,-0.999865,-0.999995,-0.999999,-0.999997,-0.999993,-0.999971,-0.999999,-0.999999,-0.999969,-1.000000,-1.000000,-0.999944,-0.999999,-1.000000,-0.999950,-1.000000,-0.999999,-0.999999,-0.999967,-0.997354,-0.999992,-0.999868,-0.999717
110,P,W,0,-0.999983,-0.999995,-0.999992,-0.999824,-0.999995,-0.999999,-0.999997,-0.999990,-0.999947,-0.999998,-0.999999,-0.999978,-0.999999,-0.999999,-0.999931,-0.999999,-1.000000,-0.999919,-1.000000,-0.999998,-0.999999,-0.999977,-0.997364,-0.999992,-0.999842,-0.999720
111,R,J,0,-0.999997,-0.999992,-0.999999,-0.999961,-0.999999,-1.000000,-0.999767,-0.999817,-0.999157,-0.995276,-0.999210,-0.999936,-0.996696,-0.999739,-0.999995,-0.999718,-0.997760,-0.999758,-0.999998,-0.999865,-0.999747,-0.999980,-0.998889,-0.996963,-0.999729,-0.999962
112,V,M,0,-0.999978,-1.000000,-0.999999,-0.999310,-0.999983,-0.999998,-0.999990,-0.999929,-0.999950,-0.999999,-0.999999,-0.999999,-0.996599,-0.999938,-0.999995,-0.999999,-0.999924,-0.999984,-0.999881,-0.999999,-0.999970,-0.999993,-0.999780,-0.999999,-0.999934,-0.999935
113,T,W,0,-0.999508,-0.999926,-0.999339,-0.997579,-0.999988,-0.999999,-0.999853,-0.999888,-0.997940,-1.000000,-1.000000,-0.999732,-0.999997,-0.999994,-0.999975,-0.999996,-1.000000,-0.999023,-0.999999,-1.000000,-0.999957,-0.999479,-0.994203,-0.999689,-0.996010,-0.996519
114,R,Y,0,-0.999989,-0.999991,-0.999992,-0.999306,-0.999998,-1.000000,-0.999996,-0.999875,-0.999471,-0.999972,-0.999966,-0.999983,-0.999981,-0.999925,-0.999919,-0.999991,-0.999999,-0.999734,-1.000000,-0.999804,-0.999994,-0.999951,-0.999840,-0.999985,-0.998756,-0.999772
115,T,L,0,-0.999702,-0.998065,-0.999989,-0.999930,-0.999859,-0.999999,-0.999995,-0.999867,-0.997847,-0.999748,-0.999854,-0.989266,-1.000000,-0.999991,-0.999985,-0.999688,-0.999969,-0.999279,-0.999998,-0.999982,-0.999550,-0.998542,-0.999958,-0.998393,-0.997458,-0.999098
116,F,Y,0,-0.999999,-0.999824,-0.999937,-0.999758,-0.999999,-1.000000,-0.999997,-0.999938,-0.999927,-0.999989,-0.999987,-0.999844,-1.000000,-0.999997,-0.999976,-0.999956,-0.999997,-0.999979,-1.000000,-0.999924,-0.999979,-0.998958,-0.999974,-0.999952,-0.997892,-0.999815
117,R,W,0,-0.999994,-0.999980,-0.999985,-0.999862,-0.999997,-0.999999,-0.999998,-0.999989,-0.999959,-0.999998,-0.999999,-0.999948,-1.000000,-0.999999,-0.999953,-0.999998,-1.000000,-0.999969,-1.000000,-0.999997,-0.999998,-0.999928,-0.999108,-0.999988,-0.999697,-0.999789
118,Q,Q,1,-0.999481,-0.999793,-0.999757,-0.998855,-0.999503,-0.999957,-0.994597,-0.999902,-0.998578,-0.999820,-1.000000,-0.999968,-0.993501,-1.000000,-0.999995,-0.999574,-0.031741,-0.999932,-0.999979,-0.999999,-0.997526,-0.999585,-0.990409,-0.985057,-0.996409,-0.999795
119,W,W,1,-0.995478,-0.928173,-0.999924,-0.997411,-0.991135,-0.999815,-0.999995,-0.999918,-0.997172,-0.999646,-1.000000,-0.999983,-0.999926,-0.999859,-0.999924,-0.997923,-0.999008,-0.999690,-0.999424,-0.999999,-0.998247,-0.998984,0.010407,-0.999952,-0.997838,-0.999767
120,M,X,0,-1.000000,-0.999991,-0.999993,-0.999965,-1.000000,-1.000000,-0.999992,-0.999977,-0.999995,-0.999982,-0.999958,-0.999840,-0.999997,-0.999995,-0.999999,-0.999954,-0.999980,-0.999988,-0.999999,-0.999953,-0.999990,-0.999806,-0.999957,-0.999799,-0.999854,-0.999950
121,I,Y,0,-0.999990,-0.997797,-0.999959,-0.999923,-0.999988,-1.000000,-0.999966,-0.999891,-0.998575,-0.999564,-0.999973,-0.999358,-1.000000,-0.999998,-0.999923,-0.999633,-0.999837,-0.999933,-1.000000,-0.999988,-0.999321,-0.998831,-0.999512,-0.998629,-0.997030,-0.999802
122,N,J,0,-0.999997,-0.999992,-0.999999,-0.999963,-0.999999,-1.000000,-0.999702,-0.999797,-0.998969,-0.993299,-0.999005,-0.999938,-0.994454,-0.999657,-0.999995,-0.999673,-0.996734,-0.999718,-0.999998,-0.999854,-0.999695,-0.999983,-0.998682,-0.996151,-0.999739,-0.999965
123,P,Y,0,-0.999998,-0.999786,-0.999927,-0.999722,-0.999999,-0.999999,-0.999998,-0.999933,-0.999912,-0.999989,-0.999988,-0.999846,-1.000000,-0.999997,-0.999969,-0.999956,-0.999997,-0.999977,-1.000000,-0.999920,-0.999978,-0.998840,-0.999975,-0.999957,-0.997477,-0.999797
124,N,W,0,-0.999988,-0.999994,-1.000000,-0.999993,-0.999993,-1.000000,-0.999735,-0.999985,-0.999946,-0.999712,-0.999994,-0.999768,-0.999875,-0.999998,-0.999992,-0.999993,-0.999956,-0.999968,-0.999999,-1.000000,-0.999989,-0.999995,-0.979686,-0.998282,-0.999988,-0.999798
125,A,W,0,-0.999996,-0.999991,-0.999996,-0.999947,-0.999998,-0.999999,-0.999999,-0.999996,-0.999978,-0.999999,-0.999999,-0.999951,-0.999999,-0.999999,-0.999974,-0.999999,-1.000000,-0.999985,-1.000000,-0.999998,-0.999999,-0.999984,-0.996248,-0.999990,-0.999891,-0.999898
126,I,Y,0,-0.999994,-0.997856,-0.999950,-0.999919,-0.999991,-1.000000,-0.999954,-0.999895,-0.998644,-0.999563,-0.999981,-0.999612,-0.999999,-0.999999,-0.999898,-0.999656,-0.999795,-0.999953,-1.000000,-0.999990,-0.999281,-0.998928,-0.999233,-0.998757,-0.997047,-0.999841
127,L,W,0,-0.999983,-0.999993,-0.999985,-0.999845,-0.999995,-0.999999,-0.999996,-0.999992,-0.999962,-0.999999,-0.999999,-0.999961,-0.999999,-1.000000,-0.999956,-0.999999,-1.000000,-0.999937,-1.000000,-0.999999,-0.999999,-0.999961,-0.996955,-0.999987,-0.999840,-0.999660
128,V,D,0,-0.999990,-0.999998,-0.999996,-0.999683,-0.999983,-0.999995,-0.999994,-0.999975,-0.999989,-1.000000,-1.000000,-0.999996,-0.999925,-0.999997,-0.999996,-0.999999,-0.999954,-0.999997,-0.999965,-1.000000,-0.999965,-0.999969,-0.999809,-0.999999,-0.999939,-0.999929
129,R,I,0,-0.999943,-0.994520,-0.999994,-0.999699,-0.999988,-1.000000,-0.999872,-0.997180,-0.985961,-0.988864,-0.999959,-0.998234,-0.999993,-0.999808,-0.999079,-0.999609,-0.999809,-0.999950,-1.000000,-0.999593,-0.999803,-0.999577,-0.999960,-0.998386,-0.996080,-0.995244
130,B,W,0,-0.999998,-1.000000,-0.999999,-0.999985,-0.999999,-0.999999,-0.999989,-0.999998,-0.999999,-0.999998,-0.999998,-0.999965,-0.999991,-1.000000,-0.999999,-0.999999,-1.000000,-0.999981,-0.999999,-1.000000,-1.000000,-0.999994,-0.996148,-0.999953,-0.999994,-0.999942
131,N,Q,0,-0.999993,-0.999501,-0.999985,-0.999821,-0.999961,-0.999999,-0.999890,-0.999723,-0.999520,-0.999938,-0.999995,-0.999959,-0.999889,-0.999992,-0.999992,-0.999713,-0.902203,-0.999996,-0.999993,-0.999999,-0.984219,-0.999372,-0.999889,-0.999863,-0.999072,-0.999956
132,N,M,0,-0.999997,-0.999999,-0.999999,-0.999723,-1.000000,-1.000000,-0.999986,-0.999843,-0.999908,-0.999950,-0.999838,-0.999992,-0.997424,-0.999320,-0.999998,-0.999983,-0.999931,-0.999900,-0.999986,-0.999791,-0.999984,-0.999987,-0.999943,-0.999970,-0.999805,-0.999950
133,H,M,0,-0.999999,-0.999999,-0.999999,-0.999877,-1.000000,-1.000000,-0.999984,-0.999880,-0.999936,-0.999854,-0.999463,-0.999976,-0.999124,-0.999460,-0.999998,-0.999962,-0.999960,-0.999870,-0.999996,-0.999139,-0.999991,-0.999982,-0.999950,-0.999870,-0.999793,-0.999955
134,Z,L,0,-0.999803,-0.999584,-0.999985,-0.999809,-0.999968,-0.999998,-0.999999,-0.999888,-0.999587,-0.999983,-0.999894,-0.992538,-1.000000,-0.999983,-0.999994,-0.999924,-0.999999,-0.999387,-0.999996,-0.999933,-0.999954,-0.998293,-0.999996,-0.999821,-0.997428,-0.998630
135,T,Q,0,-0.990024,-0.946695,-0.998727,-0.996783,-0.972963,-0.999762,-0.999777,-0.984428,-0.994136,-0.999486,-0.998893,-0.999216,-0.999990,-0.999902,-0.999996,-0.999847,-0.937504,-0.995295,-0.999983,-0.999997,-0.995472,-0.973624,-1.000000,-0.999968,-0.996139,-0.995021
136,F,W,0,-0.999998,-1.000000,-0.999999,-0.999990,-0.999999,-1.000000,-0.999986,-0.999998,-0.999998,-0.999998,-0.999998,-0.999954,-0.999988,-1.000000,-0.999999,-0.999999,-0.999999,-0.999982,-0.999999,-1.000000,-0.999999,-0.999995,-0.993321,-0.999925,-0.999993,-0.999941
137,I,Y,0,-0.999993,-0.997103,-0.999936,-0.999876,-0.999989,-1.000000,-0.999955,-0.999848,-0.998230,-0.999653,-0.999984,-0.999674,-0.999999,-0.999998,-0.999894,-0.999591,-0.999638,-0.999960,-1.000000,-0.999990,-0.998762,-0.998522,-0.999542,-0.999112,-0.995816,-0.999834
138,L,W,0,-0.999987,-0.999993,-0.999989,-0.999871,-0.999995,-0.999999,-0.999997,-0.999993,-0.999972,-0.999999,-0.999999,-0.999969,-1.000000,-1.000000,-0.999945,-0.999999,-1.000000,-0.999951,-1.000000,-0.999999,-0.999999,-0.999968,-0.997241,-0.999992,-0.999871,-0.999718
139,F,W,0,-0.999996,-0.999998,-0.999999,-0.999996,-0.999995,-1.000000,-0.999899,-0.999998,-0.999987,-0.999967,-0.999997,-0.999903,-0.999960,-1.000000,-0.999997,-0.999996,-0.999984,-0.999974,-0.999999,-1.000000,-0.999991,-0.999995,-0.918043,-0.999167,-0.999992,-0.999957
140,A,W,0,-0.999997,-0.999971,-0.999998,-0.999971,-0.999996,-1.000000,-0.999999,-0.999997,-0.999946,-0.999999,-0.999999,-0.999930,-0.999999,-0.999998,-0.999941,-0.999999,-1.000000,-0.999993,-1.000000,-0.999999,-0.999997,-0.999993,-0.980196,-0.999991,-0.999869,-0.999945
141,A,W,0,-0.999980,-0.999983,-0.999990,-0.999921,-0.999988,-0.999999,-0.999993,-0.999992,-0.999922,-0.999996,-0.999999,-0.999955,-0.999999,-1.000000,-0.999912,-0.999999,-1.000000,-0.999940,-1.000000,-1.000000,-0.999997,-0.999969,-0.990195,-0.999972,-0.999861,-0.999752
142,D,Q,0,-0.999448,-0.999853,-0.999798,-0.998995,-0.999488,-0.999955,-0.993907,-0.999918,-0.998835,-0.999834,-1.000000,-0.999970,-0.991428,-1.000000,-0.999996,-0.999658,-0.064453,-0.999931,-0.999974,-0.999999,-0.998035,-0.999686,-0.987044,-0.984103,-0.997295,-0.999800
143,L,D,0,-0.999991,-0.999991,-0.999878,-0.998506,-0.999982,-0.999992,-0.999989,-0.999985,-0.999984,-0.999996,-0.999998,-0.999991,-1.000000,-1.000000,-0.999958,-0.999999,-1.000000,-0.999831,-1.000000,-0.999999,-0.999997,-0.999876,-0.999431,-0.999988,-0.999974,-0.999865
144,E,W,0,-0.999997,-0.999999,-0.999999,-0.999992,-0.999998,-1.000000,-0.999971,-0.999998,-0.999996,-0.999994,-0.999998,-0.999943,-0.999984,-1.000000,-0.999998,-0.999999,-0.999998,-0.999977,-0.999999,-1.000000,-0.999998,-0.999994,-0.984446,-0.999838,-0.999992,-0.999942
145,U,D,0,-0.999975,-0.999995,-0.999989,-0.993112,-0.999932,-0.999944,-0.999943,-0.999624,-0.999978,-0.999994,-0.999999,-0.999997,-0.999741,-0.999989,-0.999992,-0.999998,-0.999946,-0.999988,-0.999980,-0.999999,-0.999959,-0.999942,-0.999993,-0.999998,-0.999989,-0.999746
146,G,W,0,-0.999987,-0.999993,-0.999989,-0.999871,-0.999995,-0.999999,-0.999998,-0.999993,-0.999971,-0.999999,-0.999999,-0.999969,-1.000000,-1.000000,-0.999943,-0.999999,-1.000000,-0.999954,-1.000000,-0.999999,-0.999999,-0.999969,-0.997204,-0.999992,-0.999866,-0.999729
147,P,D,0,-0.999996,-0.999956,-0.999783,-0.982435,-0.999996,-0.999998,-0.999979,-0.999130,-0.999432,-0.999635,-0.999685,-0.999994,-0.999990,-0.999960,-0.999941,-0.999905,-0.999995,-0.998979,-1.000000,-0.998151,-0.999929,-0.999229,-0.999995,-0.999960,-0.999321,-0.999907
148,C,W,0,-0.999988,-0.999992,-0.999987,-0.999864,-0.999996,-0.999999,-0.999998,-0.999993,-0.999969,-0.999999,-0.999999,-0.999967,-1.000000,-1.000000,-0.999945,-0.999999,-1.000000,-0.999953,-1.000000,-0.999999,-0.999999,-0.999961,-0.997832,-0.999991,-0.999847,-0.999720
149,M,W,0,-0.999992,-1.000000,-1.000000,-0.999940,-0.999999,-1.000000,-0.999985,-0.999988,-0.999979,-0.999986,-0.999970,-0.999995,-0.995506,-0.999919,-0.999997,-1.000000,-0.999999,-0.999699,-0.999992,-0.999989,-1.000000,-1.000000,-0.994129,-0.999978,-0.999990,-0.999936
150,F,Y,0,-0.999998,-0.999807,-0.999978,-0.999946,-0.999998,-1.000000,-0.999979,-0.999955,-0.999878,-0.999915,-0.999981,-0.999744,-0.999999,-0.999998,-0.999985,-0.999898,-0.999951,-0.999975,-1.000000,-0.999987,-0.999904,-0.999559,-0.999700,-0.999510,-0.999252,-0.999896
151,R,D,0,-0.999990,-0.999122,-0.999789,-0.980382,-0.999994,-0.999989,-0.999971,-0.996223,-0.999523,-0.999416,-0.999953,-0.999897,-0.999999,-0.999960,-0.999817,-0.999891,-0.999995,-0.999919,-1.000000,-0.998045,-0.999958,-0.997187,-1.000000,-0.999948,-0.999297,-0.998294
152,O,W,0,-1.000000,-0.999999,-0.999999,-0.999962,-0.999999,-0.999997,-0.999996,-0.999999,-0.999999,-0.999998,-0.999995,-0.999978,-0.999995,-0.999999,-0.999999,-0.999998,-1.000000,-0.999995,-0.999998,-0.999998,-0.999998,-0.999997,-0.996282,-0.999964,-0.999999,-0.999996
153,O,Y,0,-0.999273,-0.997439,-0.995691,-0.982191,-0.999722,-0.999905,-0.999683,-0.999632,-0.993753,-0.999955,-1.000000,-0.999965,-0.999937,-0.999999,-0.999925,-0.999474,-0.963290,-0.999874,-0.999999,-0.999973,-0.999040,-0.994127,-0.999681,-0.998652,-0.898303,-0.999109
154,H,D,0,-0.999748,-0.999959,-0.999899,-0.927226,-0.999813,-0.999318,-0.999301,-0.998164,-0.999803,-0.999874,-0.999999,-0.999989,-0.995208,-0.999959,-0.999985,-0.999964,-0.998135,-0.999968,-0.999949,-0.999937,-0.999952,-0.999839,-0.999996,-0.999859,-0.999865,-0.998251
155,P,Y,0,-0.999998,-0.999785,-0.999927,-0.999722,-0.999999,-0.999999,-0.999998,-0.999933,-0.999912,-0.999989,-0.999988,-0.999846,-1.000000,-0.999997,-0.999969,-0.999955,-0.999997,-0.999977,-1.000000,-0.999920,-0.999978,-0.998837,-0.999975,-0.999956,-0.997472,-0.999797
156,Y,D,0,-0.999891,-0.999997,-0.999996,-0.997382,-0.999972,-0.999999,-0.999996,-0.999854,-0.998863,-0.999997,-0.999997,-0.999998,-0.999753,-0.999898,-0.999778,-0.999999,-0.999999,-0.999754,-0.999998,-0.999991,-0.999991,-0.999988,-0.999467,-0.999999,-0.999295,-0.999702
157,B,W,0,-0.999983,-0.999411,-0.999970,-0.999931,-0.999982,-1.000000,-0.999943,-0.999953,-0.998963,-0.999840,-0.999995,-0.999763,-0.999999,-0.999999,-0.999880,-0.999934,-0.999963,-0.999924,-1.000000,-0.999998,-0.999775,-0.999704,-0.994847,-0.999205,-0.998925,-0.999790
158,W,W,1,-0.999994,-0.998552,-0.999998,-0.999999,-0.999994,-1.000000,-0.999999,-0.999999,-0.999996,-0.999906,-0.999989,-0.999706,-0.999670,-0.999875,-0.999991,-0.999724,-0.999989,-0.999987,-0.999961,-1.000000,-0.999862,-0.999981,0.992018,-0.999818,-0.999999,-0.999988
159,D,D,1,-0.999832,-0.999993,-0.999943,-0.886781,-0.999527,-0.999982,-0.999987,-0.999071,-0.998184,-0.999994,-0.999996,-1.000000,-0.999319,-0.999930,-0.999705,-0.999998,-0.999992,-0.999536,-0.999998,-0.999993,-0.999856,-0.999940,-0.999958,-1.000000,-0.999718,-0.999873
160,S,V,0,-1.000000,-0.999991,-0.999993,-0.999970,-1.000000,-1.000000,-0.999991,-0.999980,-0.999996,-0.999988,-0.999966,-0.999829,-0.999998,-0.999997,-0.999999,-0.999959,-0.999972,-0.999993,-0.999999,-0.999968,-0.999987,-0.999799,-0.999966,-0.999808,-0.999866,-0.999956
161,Y,W,0,-0.999986,-0.999993,-0.999988,-0.999852,-0.999994,-0.999999,-0.999998,-0.999993,-0.999968,-0.999999,-0.999999,-0.999972,-1.000000,-1.000000,-0.999941,-0.999999,-1.000000,-0.999952,-1.000000,-0.999999,-0.999999,-0.999967,-0.997523,-0.999993,-0.999858,-0.999715
162,N,W,0,-0.999975,-1.000000,-1.000000,-0.999982,-0.999990,-1.000000,-0.999721,-0.999982,-0.999725,-0.999545,-0.999964,-0.999986,-0.985144,-0.999973,-0.999991,-0.999996,-0.999936,-0.999585,-0.999996,-0.999999,-0.999985,-0.999999,-0.885525,-0.999341,-0.999986,-0.999950
163,W,W,1,-0.999999,-0.999930,-0.999987,-0.999999,-0.999999,-1.000000,-0.999985,-0.999998,-0.999992,-0.999993,-0.999930,-0.999650,-0.998598,-0.999998,-0.999908,-0.999991,-0.999856,-0.999998,-1.000000,-1.000000,-0.999383,-0.999982,0.518746,-0.999724,-0.999999,-0.999975
164,T,Y,0,-0.999994,-0.997774,-0.999950,-0.999920,-0.999992,-1.000000,-0.999956,-0.999891,-0.998646,-0.999525,-0.999978,-0.999583,-0.999999,-0.999998,-0.999902,-0.999621,-0.999791,-0.999952,-1.000000,-0.999988,-0.999279,-0.998864,-0.999327,-0.998684,-0.996907,-0.999841
165,S,D,0,-0.999930,-0.999952,-0.999963,-0.997248,-0.999883,-0.999991,-0.999998,-0.999918,-0.999785,-1.000000,-1.000000,-0.999997,-0.999995,-0.999998,-0.999861,-0.999999,-0.999993,-0.999991,-0.999998,-1.000000,-0.999932,-0.999835,-0.999871,-1.000000,-0.999053,-0.999712
166,I,Y,0,-0.999958,-0.998990,-0.999980,-0.999933,-0.999964,-1.000000,-0.999977,-0.999929,-0.998660,-0.999786,-0.999979,-0.999021,-1.000000,-0.999998,-0.999944,-0.999866,-0.999959,-0.999840,-1.000000,-0.999995,-0.999686,-0.999426,-0.999233,-0.998951,-0.998450,-0.999663
